Smiles,Score
Cc1cc(CC(=O)CN)cc(Cl)c1N,8.198017359
CNC1(P(O)F)C(O)(O)N(O)C1(C)CCP,0
CCN(OOCl)N(S)OCN,0
CC(O)C(C)(C)OO,6.050994873
NN=C(N)O,0
CCCO[SH](C)C(N)ONC(F)C(C)(O)F,0
CN(O)NCCN(O)Cl,0
CON(CN)c1c(O)c(C)cc(F)c1ON,0
CCc1oc(C)cc1C(C)(O)OONP,0
CC(O)NCCN(C)N,0
CCC(C(O)C(CNC)C(O)(F)CC)C(C)(F)CF,0
CCCON(CCP)C(C)C,0
CCC(C)(C)C(CN)ON(N)NC,0
CN(C)N(OF)PNOOCl,0
CC(C)C(C=C1C(N(Cl)NCl)C(C)[PH]1(C)F)(CO)CO,0
CN(N)N(C)N,0
CCNON(C)O,0
CC(F)SO,0
CCC1=CC(C)C=C1C,7.346869707
CCC(C)(N)C(COCO)NN,0
COc1cc(CNN)c(CN)cc1C,7.137969732
CC(CN)C1(C)CC(C)(C)CCC1(C)C(C)OP,0
CC(F)=CC=C(ON(NN)NO)C(C)(P)CO,0
CCNNOC(C)(O)CC,0
CCNN(C)OC(C)Cl,0
CCCC(C)(NOC)C(N)(O)N(C)O,0
CCC1=CCC(C)(OC)C1,7.465009928
CC1(S)CCCCCCC(CS)C1N,5.962182522
CONc1c(C)cccc1C(O)O,0
CC(NC(C)N)=C(Cl)C(NPO)C1CCN1,0
COC(CF)(CCO)N(C)F,0
C=C(N)CC(C)(O)C(CO)CNC(C)N,0
COC(O)C(C)(C)CO,0
CCC(P)=C(C)Cl,0
CCNC(Cl)(CNC)C(C)CC(O)(CC)C(CC(C)(O)OC)NC,0
CC1=CC(C)C(C)=C1,7.674835205
CNN(N)CC(N)(C(C)(C)O)C(C)(C)CF,0
CC(CN)N(N)N(NN)OF,0
C[SH](OO)C1CCC1(O)C(N)O,0
Cc1ccc(ON)c(C)c1F,4.517163754
CCCC12OC1(OC)C2NS,0
CCOOCN,0
CCCCC(C(N)C(C)(CC)CN)N(N)O,0
CCSc1ccc2cc1S2(C)OC,0
CON(N)N(C)C(C)N(N)C(C)(C)N,0
CC(O)C(C)(CO)OO,0
NC1N(OF)NC12CCN2,0
CCCN(Cl)CCC,0
CCN(C(=N)O)C(CC)(CON)OC,0
CCC(C)(C)CC(C)N,7.981563807
CC1CC(C)(Cl)C1(C)CO,0
C=C(C)C(N)(CC(C)(C)N)C(O)C(C)OCF,0
COC(N)(CN)C(CCC(C)C(C)C(C)(CO)ON)OS,0
CC=C(C)CCNC,7.71641922
CCCC(C)(C(CO)=C(C)NC)C(C)(F)CC,0
CC(O)C(N)(O)CCON,0
CNCC1(C)c2c3c(NC)c(CO)c(C(O)Cl)c2N31,0
C=C(O)C=C1CC(O)O1,0
CCC(CS)C(NN)OO,0
C=C(C)C1(C)C=C(CC(C)C)C(ON)=C1C,0
CC(O)C(N)N(C)N(N=C=O)C(O)(NCl)N(O)ON,0
CONc1c(Cl)cc(C)c(OCl)c1C,0
COc1cc(C)c(OC)c(N(N)O)c1CN(C)N,0
CCC(C)(C)C(C)=PC,0
CNC1(C(N)C(C)(C)CS)C2CN1C2,0
C=C(CC)c1cc(C)c(NO)c(C)c1O,7.154192448
CCC(C)C(N)S(C)(=CF)(OO)OCN,0
CC1(S)CC(S)(CON)N1O,0
CCC12C(=N)CC3C1C(C)N32,0
CCCC(CC)CC,8.678512335
CCOCC(C)P,0
CC1N2OC1(N)C2(C)CO,0
CON(C)OO,0
CCC(CCN)OC,8.020917177
C=C(O)C(CCCC)(C(C)(N)Cl)C(Cl)(CC)PO,0
O=COc1c(F)c(NO)c(NC(O)O)c(O)c1OF,0
C=C(Cl)CC(=C)N(C)N,0
CCC12CN(C1)N2C(CN)C(C)(O)CS,0
CCNC(CC)(NN(C)S)C(O)CC1(NN)CC(F)(CN)N1,0
CN(C)c1cc(N)c2cc1O2,0
CC(C)(O)CF,8.824657917
CCOON(C)NC(F)(CN)N(N)CC,0
CCNS,0
CN(C)NCO,0
CN(C)C(Cl)=C(O)c1cc(Cl)cc(OCl)c1,0
CNC1CC(NN)(C(F)(NCl)N(C)S)P1,0
CCOC(C)(C)c1cc(C(C)CCF)c(Cl)cc1CC,6.500482559
CCC(F)(OP)N(O)Cl,0
CCC(CO)CC(NN)C(F)(CC(C)OF)NO,0
CNN(S)N(C)F,0
CC(C=CO)C(O)Cl,0
CCc1c(O)ccc(C)c1C,7.655821323
CN(N)N(N)N,0
CCc1cc(CON)c(N(C)NN)cc1C,0
COCCc1c(N)cc(N)c(F)c1N,7.054935455
CCC(CC)C(C)(NF)C(C)C,0
CCc1ccccc1N(O)CC,0
COCC(F)(C=C(C)CO)N(C)N,0
CC(C)c1c2oc(c1CP)C2N,0
C=C(N)N(OO)c1c(C)c(NC2NC(C)C2(C)O)c(CC(C)O)c(C)c1N,0
C=NC(OC)C(N)(CC)C(C)O,0
CCC(O)(NC)C1(NC)C2C(N)[SH]1C2O,0
Cc1cc(CO)cc(N(N)ON)c1N,0
COCOO,0
CNC(C)(C)C1CC(C(C)(C)C(O)CO)O1,0
NCN1CC(CO)(OO)O1,0
CCCc1ccc(CNOON)c(C)c1,0
Cc1cccc(OO)c1C(Cl)CO,0
CNC(C=N)C(N)CC(NO)C(C)(O)C(N(N)N)C(C)(C)O,0
CCP(C)C1=CC(N)(CS)C=C1,0
COC(C)C(C)(C)CNN,7.338922262
CC(C)CCC(N)CP(C)N,0
CC1(P)CC(N)(CN)C(N)(CF)CC1O,0
COC(O)C(C)C(O)(F)CN,0
NON(O)N(N)C(CF)SC(N)O,0
CCC(C)C1=C(C)C=C(S)C1C,0
COCOOC(CN)(NOC)P(N)NO,0
NNNC1CC1(F)CF,0
CCC(C)(NC)C(F)C(ON)C(C)(C)CCON,0
Cc1c(C)c(C(N)(O)P)c(C(N)(N)F)c(C)c1O,0
NOCCC(=O)O,9.296784401
CNC(O)(O)CCF,0
CS(C)(N)(P)(OP)C(N)(NO)N(N)N,0
CCC(C)C(C)(ON(F)ONC)C(N)N(C)N,0
CC(C)(S)CO,9.135270715
C=CONO,0
CCC(C)(CC)C(C)CCC(C)(C)CC(=N)O,0
CCC(Cl)=CC(=O)C(O)=CS(C)(C)O,0
CNCC(CC(C)(C)N)C1(F)CC(C)O1,0
CNC1(C)C(O)C1(N)F,0
CC1CCCCC(P)C1N,0
CCC(F)(NO)c1ccc(C)c(CNN)c1C,0
CCC1CC(C)(CC)O1,7.59046936
CCC(CC)(CON)C(C)CC1(CO)N2C(C)C1(C)C2(C)O,0
CCC1(F)NC(CC)(C(O)OC)C1(N)N,0
CC(C)C1(C)OCN1C,0
CON(C(C)N)C(C)(N(N)O)N(C)Cl,0
CCC(C)(O)CC(C)(C)CCC(C)(C)N,7.11452961
CCC(S)CC(C)C(C)(O)OO,0
CCC(F)(OC)C(O)C(CC)(NC)C(C)(OC)C(N)(PN)C(O)C(O)(O)S,0
CC(CCl)OCN,0
CNCC(CCF)C(ON)C(O)F,0
CCC1CCO1,8.848888397
CCCc1cc(F)c(OC)c(C(O)NP)c1OCN,0
C=C(C)C(O)CO,7.724969864
Cc1c(O)cc(O)c(CCCN)c1N,7.472962379
Cc1c(N(C)C)cc(C(=PCF)N2CNN2)c(N)c1N(C)C,0
CNC(C)(C)C(=O)O,9.818157554
CC1C(C(C)(C)C)[SH](C)C1(C)N(C)C,0
CCc1cc(C)c(CC)c(N)c1,7.578805923
CCC(O)C(O)(CN)CCCC=N,0
NN(N)CNCS,0
CCCOC,8.104086637
COC(=NCCCl)C(C)O,7.516728401
C=COC=C(C(CC)PC)C(C)(N(C)CO)C(C)(P)CNC,0
Cc1c(C)c2c3on2c3c1C(C)(N)S,0
CC1CCN1O,0
CNC(C)=C(C=O)C(O)C(S)NC,0
CCCC(C(C)O)C(C(C)N)C(N)(CC(N)POC)OC,0
CCc1c(C)c(N)c(C)c(NC)c1O,7.307137489
CCC(=C(N)C(C)(O)CN)C(C)F,0
CNC1(OC(C)C)CC(O)C2(C)CC(O)(C3(OCC3C)C1C)S2(C)OCl,0
C=C(C)C(C)C(O)CCC=CO,3.876552582
CC1=C(O)CC(NCl)C1(O)O,0
CC(O)CC(N)CCF,6.68860054
Cc1ccc(N)c(F)c1C,8.207221508
C=C(F)N(ONC)OON,0
CNN1C2CN1C2,0
CNC1(N)CC2(C=CC(CO)=C2C)O1,0
C=C(C)CC(CC(N)O)OC,0
CCC(Cl)C(C)(CC)C(C)(C(O)S)C(CO)CCNOC,0
C=NC(ON)(C(O)OCO)N(NN)OC,0
CCCNO,7.568740606
CCC(C(O)CCC(C)C(C)NO)C(C)(C)CC,0
CNCCC(C)(C(C)N)N(C=C(C)O)OC,0
CCC(Cl)C(N)(O)CN(OC)ONC,0
CCC(O)(CO)C(N)F,0
Cc1c2cccc1O2,0
CCCC(N)(F)CC,0
CCOCC(N)(CC)CN,7.518074512
CONC(O)CC(C)=[SH]Cl,0
NOOCN(OO)C(N)(OO)C(N)O,0
CONN1CC(O)(C(C)(CO)CNO)N1,0
CN=C(O)OC,0
CN(C)COOO,0
CCCC1(C)c2c3cc(C)c(O)c2N31,0
O=NC1CCC1CO,0
CN(CC(C)(F)S)C1C2ON1O2,0
CCN(C)C(C)(N)CC,0
C=CC(C)C(O)=C(CC)C(=C)OCC,0
COC1(CCO)C(C)C(C)(OP)[SH]1N,0
C=C(O)CCCCC(O)CCl,0
CNP(Cl)C(F)c1c(O)cccc1OO,0
N=C(O)C(N)(O)NN,0
C=C(CN)C(OC)C(C)(C)F,6.77233696
CCCN(C)C1C(C)C1(CC)C(C)(O)O,0
COCC(CN)(OC)N(C)CN,0
CCCC(N)CC(N)C(C)(C)C(O)(CF)C(O)(O)CPC,0
Cc1cc(CN)c(N)c(C(C)N)c1C,7.106568813
CC(N)N=N,0
CC(C)C(S)(CPN)OCN,0
CCC(C)(C)NO,0
CC(N)C(C)CCF,7.349890471
CCC1C(O)(CF)C(C)C1(CN)C(C)O,0
CC[SH](O)c1c(C)c(C)cc(CO)c1S,0
CCC(NO)(C(C)=N)C(O)=C(C)O,0
CN(Cl)OOOON,0
CCC(C)(F)NN,0
C=C(CC(C)(CC)CO)OCC,0
CCC1CNO1,6.706073761
C=CC(C(C)(O)CC)P(C)(C)(CO)C(C(C)N)C(N)CO,0
CCNC(C)NOC(O)CC(C)O,0
CC(C)C(C)(OO)C(CO)(OCO)C(C)(O)Cl,0
CC(N)OC(F)CN(C)N(CO)CO,0
CC(N)C(C)(CNO)NON,0
CC(CCN)C(F)C1(N)C2C[SH]1C2=O,0
CC1(P)NCC1N,0
CN(N=O)OO,0
Cc1cc(C)c(NC(C)C)c(O)c1N,7.956369638
CCS1(C)(C)(C(C)(O)C(C)(C)N)CC(C)(P)O1,0
C=CCC(N)(CF)C(C)(C)N,7.417183399
CCC(C)C(OC)(N(C)CC)C1(C)C(C)(N)C(C)C1(C)OC,0
CC1C(N)CC(C)(O)C(C)C(N)CC1O,0
C=C1CC(C)([PH](F)(CCC)C(C)O)N1,0
CCC(CN(Cl)NO)=C(OC)C1(NN)CC(C=O)O1,0
COC(C)(F)N(O)NNCN,0
CNC(C)CCCC(C)CN,6.775396347
Cc1cc(F)c(O)c(N)c1NO,7.301829338
CC1=C(OCO)C(N(C)ON)C(C)=C1OSN,0
CCC(O)NOC,0
CC(O)Cl,0
CC=CC(CC)C(N)C(CN)(OC)C(C)(N)N,0
COC1(C)CC(OF)(C(C)P)CC1C,0
CN[PH]1(NO)CCP1,0
CCON(S)N(CC)C(C)=O,0
CC(F)N=[PH](C)CN,0
C=C(CN)N(C)C,0
CCC(C)C1C(CC)C(O)CC(C)C(CC)CCC1(C)C,0
CC(C)(F)c1ccc(N)cc1,8.065217972
COOCC(P)(CCO)C(C)N(C)F,0
CCC(C)(O)C(C)OC(C)N,0
Cc1cc(C)c(O)c(F)c1N,7.374459743
CCC(CN)C(C)ON,7.518666029
CCCC(CC(C)C)NC,8.226332426
COSC1(OO)C(C)C(CCl)C1CCNP,0
CN(O)C(F)(CP)ON,0
NC(CO)OC(O)P,0
CCCOC1(c2c(C)c(CC)c(N)c(F)c2CCC)CCN1,6.670139313
CNCCCCC(O)CO,8.350024223
CC(C)CC1(C)CC(C)(C)C(C)CC(C)C1N,0
CCc1c(C)c(NN)c(OC)c(ON)c1CN,0
CCCC1(OC)CCC1C,7.830583096
N=CC(N)=CCP,0
CCC(C(O)C(O)(Cl)C(C)F)C(N)(N)O,0
CCCCC(CNC)(NC)C(C)N,6.660715103
CNCl,0
CSC(N)C1=C(C)C(O)=CC1,0
CC(Cl)OCO,0
CC(NN)C1(N)CC(O)CCC(C)(C)CC(NO)C1,0
CNCCNN,8.169756413
CC(N)C1NC(C)C1S,0
Cc1cc(OC(C)F)ccc1CN,0
CCC(C(CCl)NC)S(C)=N,0
CN(S)C(F)NC(Cl)NCCC(C)(C)O,0
CC(=C(CN)[SH](C)C)C(C)(N)OC(C)C,0
CC1=C(N(C)N)C=C(CC(C)C)C1(N)OON(C)F,0
Cc1cc(OO)c(O)c(N(C)N)c1C,0
NCCC1(Cl)C=S=N1,0
CCOC12C3(C)OP1(O)(O)C31OC2(OC)C1(Cl)NC,0
COC(=N)C(C)(O)C(CNCN)N(S)OC,0
CCONOc1c(C)cc(C)c(O)c1O,0
CCNC1(C)C(OCl)C(C)CC(CC)(NC)CC(C)(NO)C1C,0
CCC1(OC)C(N)C(N)(NC)C(N)C(N)C(Cl)C1(C)C,0
CNc1ccc(CO)c(C)c1,8.828120232
C=C(O)CC(Cl)C(O)C(C)O,0
C=C(CC(C)(NO)C1=CC(SCl)=CC1(C)S)ON,0
CC(CO)(OCN)OON(OS)C(S)CO,0
NCC(O)(CCCO)PO,0
COOC(C(C)N)(C(N)O)C(C)C=C=C(O)SC,0
CCC(O)C(=C(N)F)C(C)N,0
Cc1ccc(N)c(C)c1C(C)OC(O)CN,6.941755295
CC=C(C)C1C(C)C(C)(CCC)C1C,0
CCC(N)(O)C(=N)NOCOC,0
CCC1(OS)ON(NC)C1C,0
CCCC(C)(N)CC(N)O,0
COC1(Cl)CC(C)CCCCCC1(Cl)C(C)C,0
CCC(O)(CN)CO,8.838351727
CC1C(C)C(O)(OO)C1(CN)NN,0
C=CP1(Cl)(C2(NC)CC(C)(NC)C2(CS)N(C)O)OON1S,0
COc1cc(C(C)N)c(F)c(C(C)=O)c1N(CO)SC,0
CCC(CP)CC(C)N,0
CCC(C)(N)CC(C(O)=CCl)N(P)CO,0
C=NS(C)(C)OC,0
CC(C)C(C)(C1OCN1O)C(C)(O)N(C)C,0
CNC(O)C(F)(CN(C)N)C(C)O,0
CNC(C)C1(NCO)OC1CN,0
CC(S)C1CN(O)O1,0
CCC(O)ONO,0
CC(N)(CN)CO,8.019663811
CCC(C)(O)CC(N)C(C)C(O)(P)CC,0
CC1CNC1C1OC(C)C1C,0
CC(CN)(CN)C(C)(C)ON,6.729511738
CCCc1cc(OC)c(N(O)OC)c(C(N)=[PH](C)N)c1F,0
CNC(C)C(C)C(C=N)CC(C)C,0
OC1(P)CCO1,0
COCc1cc(O)c(O)c(C(N)(OC)C(=O)Cl)c1C,0
NNC(N)F,0
CC=CC(OC)C(CCC)C(C)(F)C(C)(NC)C(C)N,0
CNc1c(PON)c(S)cc(N(C)C)c1P(C)N,0
NC(O)S(O)(F)N=PO,0
CN1C2C(=O)N1C2(Cl)OO,0
COC[SH](CPC)c1cc(C)c(CN)c(C(O)OO)c1,0
CC1(O)CON1,0
CC(N)(S)C(O)(Cl)N1NC(N)O1,0
CCCC(=CC(CC)(OC)C1(CC)CON1)CN,0
CCC(NO)N(C)CC,0
CCC(O)(C=NO)C(C)SO,0
CCN(OC(N)(CN)NC)N(O)C(N)ON,0
CN(C(C)(C)C)C(C)(F)C(C)(Cl)CN,0
CNOC(C)(O)F,0
CNNC(O)(CN)SO,0
CC1CCC(C)(N)C2OC(C)(C1CN)C2C(O)(O)NF,0
CC1=CCC(C)(CO)C1(C)N,0
COOC(N)(OC)C(C)O,0
COc1cc(O)c2c(C)c1O2,0
CCCC1(C)CCC(C)C(C)(O)CC(O)(O)C1C,0
CN1C(C)(N)C1(O)OCO,0
CCNC(C)(O)NNO,0
COONF,0
CCC(ON)C(O)(F)OO,0
CC(O)C(C)(O)NN,0
CNc1cc(OC)c(C=O)cc1OO,0
CPC(S)C(N)O,0
CC(CO)N(C)N,0
CCC(N)(O)C(C)(C)C(O)(NN)NP,0
CPC,0
CNCc1cc(C(C)(O)CN)ccc1C,7.756721497
CNOCl,0
ON1CCC1Cl,0
CC(C)C(C)CON,8.10578227
CSN(O)NCF,0
Cc1cc(C)c(C(C)CF)c(C)c1ON,0
CNc1cc(C(O)F)ccc1OC,0
CC(C)(NO)NCN,0
NOC1(N)C2NN1C2CP,0
CCC(CO)(C(N)O)C1(C)C2(CNN2)CC(N)(OC)C2NC1(N)C2(C)ON,0
CCC(N)(O)c1c2c(OO)c(F)c(C(P)S)c1[SH]2N,0
CCCN(NN)C(N)C(C)=C(C)C(C)C,0
Cc1cc(C)c(O)c(OCN)c1N,0
CC(C(NPN)C(N)Cl)N(C)C(N)(O)F,0
CCCOC(C)(O)CN,0
CC(N)(CO)CCN,7.405212164
N=CNN(O)NN,0
CC(OCCOCO)C(C)(N=O)PNN,0
CCC(C)C(C)(C)CCC(C)CN,6.595388889
C=C(C)C(C)(CC)CC1(N)CNN1,0
CC(N)C=C(N)C(C)(F)CO,5.927023411
CNC(N)(OC)C1C(C)=C(NN)C(C)C1(C)C,0
CCOc1ccc(O)cc1N(N)CP,0
CCC=C(NC)N(C)O,0
CCNC(COCS)C(C)Cl,0
CC1C2CC(P)(CC(N(N)F)CC1(N)P)N2CO,0
CCc1ccc(C)c(OC(C)N)c1O,0
CNC(C)(F)OC=NC(O)CCC(C)(O)O,0
OC1CC(F)O1,0
CCC(NO)(N(C)NCNO)C(C)(C)OC,0
CON(C)C(F)ON,0
OC12N3NC1(F)C32OF,0
COC(N)CN(O)C(C)(CO)OOO,0
CCC(N)CC(CO)C1CC(C)(CC)N1C,0
CNC(O)P(N)N,0
CC(NN)N(C)Cl,0
CCN(OC(C)(C)COC)C(C)CF,0
CON(C)C(F)(NF)C(P)C(C)O,0
CON1C2(CC(C)N2)C(O)(Cl)C1(O)C(C)(C)N,0
OCC1CC(O)(S)N1,0
CCC(C)(C(C)C)C(CO)CC(C)(C)C(CO)NO,0
CC(CC(P)NP)C(C)(C)F,0
C=[SH]C(O)(O)CC,0
CCC(C)(C=C(F)SC)OC,0
CCCN(C)N(ON1NCO1)C(O)(CN)OCO,0
CNC1C(C)CCCCC(C)(OC)CC1(O)NN,0
COCCCC1=C(ON)C(N)C(C(C)F)=C1O,0
CC1=CC(C(C)(NC(C)O)C(C)N)C(C)=C1N,0
Cc1ccc(S)cc1C,9.787887216
CC(C)C1(C2(O)OON2O)NCP1N,0
C=COC(CC)=C(C)CC,0
CCC(C)(O)C1(F)C2N(C(C)(N)O)C21C,0
CC1(NO)CC1O,0
CNN(CN)C(C)N,0
CCC(F)NS,0
NCC(N)CCl,6.220200062
CCC(ON(C)NC)(N(C)C=O)C(C)(C)O,0
Cc1c(CO)cc(O)c(C(C)(C)C)c1N,6.498231411
COC(C)C(N)C(C)N,6.914111137
CPC1(N)N(F)N(P)C1(N)CN,0
Cc1cccc(C(C)O)c1,9.779739499
NC(CF)OCl,0
COC1CCC(C(P)CCCS)C12CCN2,0
CN(C)C(C(C)(C)P)C(F)(C(Cl)OO)P(N)NCF,0
CCC(N)(CNC)C(C)C(C)CC(C)N,0
CCc1cc(OC)c(OC)c(O)c1CC,7.46184063
CCN(NN)N(CO)C(CF)N(O)PCl,0
CPc1ccc(Cl)c(S)c1CO,0
CNC(C)(O)C(N)(OC(C)N)C(=O)OO,0
NCC(N)(F)OO,0
Cc1c(F)c2c(C(N)=O)c(c1NN)O2,0
CCC(C)C(P)CF,0
CC(O)N1NCO1,0
CCC1C2(CN)[SH](NC)C12N(C)O,0
CCN(C(O)C(C)(O)PNOC)N(C)C,0
CCCC(Cl)(CO)NCl,0
CC(CC(O)C(C)CC(C)(N)CC(O)(O)CN)NF,0
CON(CN)CO,0
CCNc1c(C(S)CO)cc(NC)c(C(CON)NC)c1O,0
CN=C(CC(C)(C)C(C)N)NN,0
CC1CC(CCN)CC(CON)CC(F)(CN)C1(C)C,0
CNOC(CC1N2OC1(CF)C2(N)C(C)N)OP,0
CCN(O)ON(N)P,0
CNC1(C)C(CO)NC1(C)C,6.330677986
CC1(O)C=CC(C=O)=C1,5.97853899
CCCCC(C)(N)C(NN)N(C)OCCO,0
Cc1cc(CO)c(NO)cc1C(C)(O)F,0
CCCC(C)(N)N(SN)N(N)O,0
NCPNCC(O)CO,0
CN(C(O)OF)N(N)CO,0
CCC(C(=C(C)CCO)C(C)=C(C)O)C(N)F,0
OC12CC1O2,0
CC(C)C(C)C(C(C)NNO)N(C)C,0
CNOC(C)F,0
CNOC(O)(Cl)CC(C)=C(C)CC(C)F,0
CC(S)Oc1c2oc(c1CO)C2(N)O,0
CCNN(F)N(CCS)OOC,0
CCC(N)(CO)N(NP)C(C)N(C)F,0
CCC(OS)(C(ONCF)C(C)(C)O)N(C)C,0
C=PC(C)(Cl)C(C)(C)C(S)CCCC,0
CC=C(C)C,9.792170048
C=C(N)C(OOO)(C(PN)C(CCC)(C(O)CC)C(O)(S)C(C)CCl)N(C)C,0
CNC(NO)C(N)N,0
CC(C)C(O)C(C)(OCF)C1(C)CSO1,0
CC1(C(N)O)ONC1O,0
COC(C)C(CO)CS(C)(O)O,0
CCN(OC(O)O[SH](C)CCCO)N(C)N,0
C=NONCN,0
COC(C)NC(C(N)O)C(O)Cl,0
N=CCC=N,0
CC(S)C(C)C(N)N,0
CCN(CC)NN(C)C,0
CC(C)ONO,0
CC(N)(C(N)(F)CCCO)C1(O)OC(C(N)O)C1(N)O,0
C=C(NO)C(C)O,0
CC(=CCF)C1CC1,8.884086132
N=NC(=N)C(N)N(N)Cl,0
CNc1c(OF)ccc([SH](N)Cl)c1F,0
CCNOC(N)F,0
CON(C)C(CNO)N(OC)OCl,0
CCc1cc(S(C)(N)O)ccc1C,0
CNS1(C)CCC1C(C)C(C)C(C)C,0
CCc1cc(N)c(O)c(N(C)NC)c1O,0
CCPOC1=C(C)C(N)(COC(C)O)C(N)=C1,0
CCC(C(C)F)C(O)OC(C)C,6.29440403
CC(O)NOO,0
COON,0
C=C(Cl)C(=CO)C(C)CCCC,0
NC1C(NF)C=CC1OO,0
NC1NC(C(N)(Cl)OO)O1,0
Nc1c(O)c(P)c(O)c(N)c1Cl,0
CC(N)CC(N)C(C)(C)N,6.613534927
C=C(C)C(CN)OC,7.67400074
CCc1ccc(C(C)CF)c(C(CO)OC)c1C,5.981838226
CNCC(O)(CC(C)F)CC(C)C(C)(O)COC,6.238335609
COC(C)(OO)N(CCN)COO,0
CC(C)(C)CCl,9.79326582
CC(C)(F)CN,8.982858419
CNC(C)C(C)OC(ON)C(C)(N)CC(C)O,0
COC(C)C(C)(C)O,8.32341814
CCCC(C)(N)CC(N)CC,7.026566029
COC(C)ON(C)CS,0
CC1=C(NO)CCC1OOO,0
COCCC(O)C1N(C)ON1O,0
CC(P)C(C)C(C)CCCC(C)C(N)CF,0
COC(C)(OC)C12C3C4(O)C15OS42C35CN,0
CCC(=O)O[SH](C)(N)(CN)CCN,0
CC(O)C(C)C(C)C(N)CN,5.766507149
CCCC(CC)NC,8.926989317
CCCC(CCC(C)C)C(=O)CN,7.529017448
CN(N)OO,0
CNC(O)(O)C(C(F)=CN)C(=C(CO)OSO)C(C)C,0
Cc1c(CCO)cc(C(C)NO)cc1OF,0
COC(C)(C(=N)N)C1NCO1,0
O=C(F)CF,0
C=C(CC)OO,0
CC(O)CCC(F)C(C)(P)Cl,0
CCC(C)P(=N)(N)c1cc(CS)c(C(N)CNN)c(NO)c1C,0
C[SH](C(O)CN)C(C)(C)N,0
COC1CC(C)C(S)C(O)C(C)(P)C(C)C1C,0
CCCOC(C)(C(C)S)N(C)O,0
CCOC1(C)CC(P)(C(C)=O)O1,0
CC12CN(C1)C2,8.764287949
CCC(C)(C)CN(C)O,0
CCCC(C(Cl)NC)C(NC)C(CC)NC,0
N=C(F)Cl,0
OCNOC1(N(F)OCO)N2CC1(O)N2,0
COC(O)OO,0
CCN(NC)ON,0
CCc1cc2c(C)c(c1CO)O2,0
CNC(C)(C)C(N)(N)CS,0
CC(CC(OO)C(F)(S)N(OF)N(C)NN)OO,0
ONCC(O)P,0
CNC(C)N=S(O)(=CC(O)Cl)ON,0
OCc1cccc(CO)c1O,8.497224808
CC(=COc1cc(C)cc(C(CN)P(N)ON)c1)CO,0
CCC(N)C(N)OC,0
CC1NP(C)(=O)O1,0
CN=C(C)NC,9.138959408
CCC(N)(N)F,0
CCC(CC)=NON,0
CCC12OC(N=N)(C(C)(O)CC1O)C2(C)Cl,0
CCC(COC)OC(P)CO,0
CC(O)c1c(CCN)cccc1C(CO)OO,0
C=C(C)CC(C)(CNC)C(C)C(NO)NOF,0
COC(S)(OC)OC(N)C(C)C(C)(C)N,0
CNC(C)C(O)(F)ON(N)C(C)C,0
CCC(C)(OC)C(CN)CSC,7.171176434
CCC(C)C1=C(NS)C(N)(NC)C(C2(C(C)(S)N(C)C)CCO2)=C1N,0
COC(C)(O)C1(C)N2OP1C2(N)O,0
C=C(C)C(N)(CC)ONOO,0
OC1OC(O)(F)C1(O)P,0
CCC(F)(OC)OF,0
NC1COC1,9.815330505
CC(N(N)O)N(C)N(S)P(C)N,0
CC(CN)NP,0
CNOc1ccc(Cl)c(C(COC)NO)c1N,0
CCN(C)C(CCl)C(F)(CC(ON)=C(O)C(C)OC)NC,0
CNOON(OC)C(C)C(C)(CCN)NO,0
C=C(C(C)CN(O)CC)C(NC)(C(N)OC)C(CCO)C(C)(C)O,0
CC(O)N=NCl,0
CCC1=CC(NN)C(F)=C1NCl,0
CCCCCC(C)(CNNCSN)C(F)(CCF)C1(N)CC(C)(N)N1,0
CN1OC(CN(N)CO)(C2OCP2)N1N,0
CCC(O)(C=NCO)C1(O)C(C)C(C)C1F,0
CONN(CCl)OCl,0
CCC(CO)CCO,8.029546261
Cc1cccc(C(O)C(C)(C)O)c1O,8.001854658
Cc1c(O)c(ON)c(C)c(N(C)C(C)N)c1N(O)O,0
COC(=CC(C)(CN)C(C)(F)F)C(N)N,0
CCCC(C)(N)CO,9.425460458
CCONC(CO)C(N)CON,6.010401249
CSC=CC(O)=C(C)C,0
CCNN(O)NC(C)(CF)C1(ONN)CC(C)(O)C(NCO)C(OC)(N(C)N)C1,0
CN(C)C(C)(NN)N(C)N,0
CNN(PO)C1(C)C(C)(C)C(N)CC(C)C(C)(N(C)O)C1(C)PC,0
C=C(OCN(C)C(C)O)C(C)(OF)C(O)ON,0
NOc1c(N)cccc1O,6.292824268
CN=C1N(OC)NC1(C)N,0
Cc1c(PO)cc(C(C)C)c(C)c1CS(C)(C)C,0
CNc1cc(SC)ccc1C(C)C,7.552390099
N=[PH]=O,0
CC(=C(S)C(CO)ONCl)C(C)C,0
COOC(C)(Cl)C(C)C(C)F,0
CNC(O)OC,0
CCNOCNNP,0
CCCC(O)CC(C)(O)OOCC,0
CON(CO)C(C)(C)C,0
CCCN(C)CCC(C)(CC)C1(NO)CCN1CC,0
CCC1(N)CCCC1C,8.404819489
C=C(COC)CC(C)O,7.931836367
CCN(O)C(C)(C)C(C)(OC)C(F)(CO)N(N)N,0
CCN=C(C)O,0
NCC1(F)CC2(C3NN2N3)C1CCN(N)CO,0
CC(NO)OC(N)(N)N=C(N)Cl,0
CCCc1c(CC)cc(C(N=N)N(NC)OC)c(C)c1C,0
